"","codocorren","data","hora","mes","diaSemana","tipo","viaA","viaB","tipoenvolv","tipoAutomo","genero","idade","embriagado","vitima","obito","habilitado","ciclo","pavimentac","viaACod","viaATotal","viaAFxRola","viaBCod","viaBtotal","viaBFxRola","bairro","zona","longX","latY","intersecao","intersecaoCodA","intersecaoCodB","intersecaolongx","intersecaolaty","intersecaoCiclo"
"1861","2019-699",2019-03-22,"15:40","Março","sexta-feira","abalroamento","Av.Gov.Adolfo Konder","","veículo","Reboque","masc.","44",0,0,0,1,"ciclovia","Asfalto",164,"30","17",NA,"","","Cidade Nova","Área Urbana",-48.70658682,-26.91741346,"Av.Gov.Adolfo Konder-Av.Min.Luiz Gallotti",164,926,-48.7065558897308,-26.9175456267486,"ciclofaixa"
"1862","2019-699",2019-03-22,"15:40","Março","sexta-feira","abalroamento","Av.Gov.Adolfo Konder","","veículo","Caminhão Trator","","",0,0,0,1,"ciclovia","Asfalto",164,"30","17",NA,"","","Cidade Nova","Área Urbana",-48.70658682,-26.91741346,"Av.Gov.Adolfo Konder-Av.Min.Luiz Gallotti",164,926,-48.7065558897308,-26.9175456267486,"ciclofaixa"
"1863","2019-699",2019-03-22,"15:40","Março","sexta-feira","abalroamento","Av.Gov.Adolfo Konder","","veículo","Semireboque","","",0,0,0,1,"ciclovia","Asfalto",164,"30","17",NA,"","","Cidade Nova","Área Urbana",-48.70658682,-26.91741346,"Av.Gov.Adolfo Konder-Av.Min.Luiz Gallotti",164,926,-48.7065558897308,-26.9175456267486,"ciclofaixa"
"187","2019-829",2019-04-05,"20:50","Abril","sexta-feira","abalroamento","Av.Gov.Adolfo Konder","","veículo","Automóvel","masc.","26",0,1,0,1,"ciclovia","Asfalto",164,"30","17",NA,"","","Cidade Nova","Área Urbana",-48.70676042,-26.91746771,"Av.Gov.Adolfo Konder-Av.Min.Luiz Gallotti",164,926,-48.7065558897308,-26.9175456267486,"ciclofaixa"
"1871","2019-829",2019-04-05,"20:50","Abril","sexta-feira","abalroamento","Av.Gov.Adolfo Konder","","veículo","Caminhonete","masc.","37",0,1,0,1,"ciclovia","Asfalto",164,"30","17",NA,"","","Cidade Nova","Área Urbana",-48.70676042,-26.91746771,"Av.Gov.Adolfo Konder-Av.Min.Luiz Gallotti",164,926,-48.7065558897308,-26.9175456267486,"ciclofaixa"
"188","2019-849",2019-04-08,"14:00","Abril","segunda-feira","abalroamento","R.Paulo Valmor Severino","Av.Min.Luiz Gallotti","veículo","Ônibus","masc.","62",0,0,0,1,"ciclofaixa","Asfalto",945,"12","8",926,"17,2","10,7","Cidade Nova","Área Urbana",-48.70019769,-26.92372711,"R.Paulo Valmor Severino-Av.Min.Luiz Gallotti",945,926,-48.7001943541063,-26.9236994766531,"ciclofaixa"
"1881","2019-849",2019-04-08,"14:00","Abril","segunda-feira","abalroamento","R.Paulo Valmor Severino","Av.Min.Luiz Gallotti","veículo","Automóvel","masc.","30",0,0,0,1,"ciclofaixa","Asfalto",945,"12","8",926,"17,2","10,7","Cidade Nova","Área Urbana",-48.70019769,-26.92372711,"R.Paulo Valmor Severino-Av.Min.Luiz Gallotti",945,926,-48.7001943541063,-26.9236994766531,"ciclofaixa"
"189","2019-803",2019-04-01,"14:20","Abril","segunda-feira","colisão","Av.Min.Luiz Gallotti","R.Alfredo Fantini","veículo","Motocicleta","masc.","61",0,1,0,1,"ciclofaixa","Asfalto",926,"17,2","10,7",992,"10","7","Cidade Nova","Área Urbana",-48.69768619,-26.92599779,"Av.Min.Luiz Gallotti-R.Alfredo Fantini",926,992,-48.6978129965937,-26.9259960204541,"ciclofaixa"
"1891","2019-803",2019-04-01,"14:20","Abril","segunda-feira","colisão","Av.Min.Luiz Gallotti","R.Alfredo Fantini","veículo","Caminhonete","masc.","57",0,1,0,1,"ciclofaixa","Asfalto",926,"17,2","10,7",992,"10","7","Cidade Nova","Área Urbana",-48.69768619,-26.92599779,"Av.Min.Luiz Gallotti-R.Alfredo Fantini",926,992,-48.6978129965937,-26.9259960204541,"ciclofaixa"
"190","2019-263",2019-02-02,"13:30","Fevereiro","sábado","colisão","Av.Min.Luiz Gallotti","R.Clarindo Sebastião da Cunha","veículo","Motoneta","fem.","38",0,1,0,1,"ciclofaixa","Asfalto",926,"17,2","10,7",1392,"9","6","Cidade Nova","Área Urbana",-48.69711551,-26.92667327,"Av.Min.Luiz Gallotti-R.Manoel Olívio Theodoro",926,1015,-48.6971788670101,-26.9265942225421,"ciclofaixa"
"1901","2019-263",2019-02-02,"13:30","Fevereiro","sábado","colisão","Av.Min.Luiz Gallotti","R.Clarindo Sebastião da Cunha","veículo","Automóvel","fem.","35",0,1,0,1,"ciclofaixa","Asfalto",926,"17,2","10,7",1392,"9","6","Cidade Nova","Área Urbana",-48.69711551,-26.92667327,"Av.Min.Luiz Gallotti-R.Manoel Olívio Theodoro",926,1015,-48.6971788670101,-26.9265942225421,"ciclofaixa"
"1911","2019-514",2019-03-02,"16:30","Março","sábado","colisão","Av.Min.Luiz Gallotti","","veículo","Automóvel","masc.","35",0,0,0,1,"ciclofaixa","Asfalto",926,"17,2","10,7",NA,"","","Cidade Nova","Área Urbana",-48.70503218,-26.91897031,"Av.Min.Luiz Gallotti-R.Pedro Jerônimo Sedrez",926,928,-48.7052168874038,-26.918844032382,"ciclofaixa"
"1912","2019-514",2019-03-02,"16:30","Março","sábado","colisão","Av.Min.Luiz Gallotti","","veículo","Automóvel","fem.","50",0,0,0,1,"ciclofaixa","Asfalto",926,"17,2","10,7",NA,"","","Cidade Nova","Área Urbana",-48.70503218,-26.91897031,"Av.Min.Luiz Gallotti-R.Pedro Jerônimo Sedrez",926,928,-48.7052168874038,-26.918844032382,"ciclofaixa"
"192","2019-333",2019-02-11,"09:50","Fevereiro","segunda-feira","colisão","Av.Gov.Adolfo Konder","Av.Campos Novos","veículo","Automóvel","masc.","31",0,0,0,1,"ciclovia","Asfalto",164,"30","17",37,"21","11","Cidade Nova","Área Urbana",-48.70085594,-26.91553664,"Av.Gov.Adolfo Konder-Av.Campos Novos",164,37,-48.7008849037133,-26.915711526732,"ciclovia"
"1921","2019-333",2019-02-11,"09:50","Fevereiro","segunda-feira","colisão","Av.Gov.Adolfo Konder","Av.Campos Novos","veículo","Automóvel","masc.","66",0,0,0,1,"ciclovia","Asfalto",164,"30","17",37,"21","11","Cidade Nova","Área Urbana",-48.70085594,-26.91553664,"Av.Gov.Adolfo Konder-Av.Campos Novos",164,37,-48.7008849037133,-26.915711526732,"ciclovia"
"193","2019-655",2019-03-04,"08:10","Março","segunda-feira","colisão","Av.Gov.Adolfo Konder","Av.Ver.Nilo Simas","veículo","Caminhão_Trator","masc.","55",0,1,0,1,"ciclovia","Asfalto",164,"30","17",892,"20","12","Cidade Nova","Área Urbana",-48.70097901,-26.91586915,"Av.Gov.Adolfo Konder-Av.Campos Novos",164,37,-48.7008849037133,-26.915711526732,"ciclovia"
"1931","2019-655",2019-03-04,"08:10","Março","segunda-feira","colisão","Av.Gov.Adolfo Konder","Av.Ver.Nilo Simas","veículo","Semireboque","masc.","55",0,1,0,1,"ciclovia","Asfalto",164,"30","17",892,"20","12","Cidade Nova","Área Urbana",-48.70097901,-26.91586915,"Av.Gov.Adolfo Konder-Av.Campos Novos",164,37,-48.7008849037133,-26.915711526732,"ciclovia"
"1932","2019-655",2019-03-04,"08:10","Março","segunda-feira","colisão","Av.Gov.Adolfo Konder","Av.Ver.Nilo Simas","ciclista","","masc.","53",0,1,0,1,"ciclovia","Asfalto",164,"30","17",892,"20","12","Cidade Nova","Área Urbana",-48.70097901,-26.91586915,"Av.Gov.Adolfo Konder-Av.Campos Novos",164,37,-48.7008849037133,-26.915711526732,"ciclovia"
"194","2019-674",2019-03-19,"13:40","Março","terça-feira","colisão","Av.Gov.Adolfo Konder","Av.Campos Novos","veículo","Automóvel","fem.","35",0,0,0,1,"ciclovia","Asfalto",164,"30","17",37,"21","11","Cidade Nova","Área Urbana",-48.70080475,-26.91552957,"Av.Gov.Adolfo Konder-Av.Campos Novos",164,37,-48.7008849037133,-26.915711526732,"ciclovia"
"1941","2019-674",2019-03-19,"13:40","Março","terça-feira","colisão","Av.Gov.Adolfo Konder","Av.Campos Novos","veículo","Ônibus","","",0,0,0,1,"ciclovia","Asfalto",164,"30","17",37,"21","11","Cidade Nova","Área Urbana",-48.70080475,-26.91552957,"Av.Gov.Adolfo Konder-Av.Campos Novos",164,37,-48.7008849037133,-26.915711526732,"ciclovia"
"195","2019-682",2019-03-21,"07:50","Março","quinta-feira","colisão","Av.Gov.Adolfo Konder","Av.Ver.Nilo Simas","veículo","Caminhão_Trator","masc.","50",0,0,0,1,"ciclovia","Asfalto",164,"30","17",892,"20","12","Cidade Nova","Área Urbana",-48.70090484,-26.91584264,"Av.Gov.Adolfo Konder-Av.Campos Novos",164,37,-48.7008849037133,-26.915711526732,"ciclovia"
"1951","2019-682",2019-03-21,"07:50","Março","quinta-feira","colisão","Av.Gov.Adolfo Konder","Av.Ver.Nilo Simas","veículo","Semireboque","masc.","50",0,0,0,1,"ciclovia","Asfalto",164,"30","17",892,"20","12","Cidade Nova","Área Urbana",-48.70090484,-26.91584264,"Av.Gov.Adolfo Konder-Av.Campos Novos",164,37,-48.7008849037133,-26.915711526732,"ciclovia"
"1952","2019-682",2019-03-21,"07:50","Março","quinta-feira","colisão","Av.Gov.Adolfo Konder","Av.Ver.Nilo Simas","veículo","Automóvel","fem.","36",0,0,0,1,"ciclovia","Asfalto",164,"30","17",892,"20","12","Cidade Nova","Área Urbana",-48.70090484,-26.91584264,"Av.Gov.Adolfo Konder-Av.Campos Novos",164,37,-48.7008849037133,-26.915711526732,"ciclovia"
"196","2019-747",2019-03-28,"09:50","Março","quinta-feira","engavetamento","Av.Campos Novos","","veículo","Automóvel","masc.","61",0,0,0,1,"","Asfalto",37,"21","11",NA,"","","São Vicente","Área Urbana",-48.70089293,-26.91511957,"Av.Gov.Adolfo Konder-Av.Campos Novos",164,37,-48.7008849037133,-26.915711526732,"ciclovia"
"1961","2019-747",2019-03-28,"09:50","Março","quinta-feira","engavetamento","Av.Campos Novos","","veículo","Automóvel","fem.","32",0,0,0,1,"","Asfalto",37,"21","11",NA,"","","São Vicente","Área Urbana",-48.70089293,-26.91511957,"Av.Gov.Adolfo Konder-Av.Campos Novos",164,37,-48.7008849037133,-26.915711526732,"ciclovia"
"1962","2019-747",2019-03-28,"09:50","Março","quinta-feira","engavetamento","Av.Campos Novos","","veículo","Automóvel","","",0,0,0,1,"","Asfalto",37,"21","11",NA,"","","São Vicente","Área Urbana",-48.70089293,-26.91511957,"Av.Gov.Adolfo Konder-Av.Campos Novos",164,37,-48.7008849037133,-26.915711526732,"ciclovia"
"197","2019-995",2019-04-26,"14:52","Abril","sexta-feira","colisão","Av.Gov.Adolfo Konder","","veículo","Automóvel","masc.","63",0,0,0,1,"ciclovia","Asfalto",164,"30","17",NA,"","","Cidade Nova","Área Urbana",-48.7007706,-26.91581969,"Av.Gov.Adolfo Konder-Av.Campos Novos",164,37,-48.7008849037133,-26.915711526732,"ciclovia"
"1971","2019-995",2019-04-26,"14:52","Abril","sexta-feira","colisão","Av.Gov.Adolfo Konder","","veículo","Automóvel","masc.","55",0,0,0,1,"ciclovia","Asfalto",164,"30","17",NA,"","","Cidade Nova","Área Urbana",-48.7007706,-26.91581969,"Av.Gov.Adolfo Konder-Av.Campos Novos",164,37,-48.7008849037133,-26.915711526732,"ciclovia"
"198","2019-994",2019-04-26,"11:30","Abril","sexta-feira","colisão","R.Raul Machado","","veículo","Automóvel","fem.","42",0,0,0,1,"","Asfalto",954,"10","7",NA,"","","Cidade Nova","Área Urbana",-48.6976158,-26.92348536,"R.Raul Machado-R.Lino José da Silva",954,989,-48.6976785786428,-26.9234297351849,"ciclovia"
"1981","2019-994",2019-04-26,"11:30","Abril","sexta-feira","colisão","R.Raul Machado","","veículo","Caminhão","","",0,0,0,1,"","Asfalto",954,"10","7",NA,"","","Cidade Nova","Área Urbana",-48.6976158,-26.92348536,"R.Raul Machado-R.Lino José da Silva",954,989,-48.6976785786428,-26.9234297351849,"ciclovia"
"199","2019-273",2019-01-28,"09:40","Janeiro","segunda-feira","colisão","Av.Ver.Nilo Simas","R.Otília Damasceno","ciclista","Caminhonete","fem.","42",0,1,0,1,"ciclovia","Asfalto",892,"20","12",946,"15","9","Cidade Nova","Área Urbana",-48.69765514,-26.92219032,"Av.Ver.Nilo Simas-R.Otília Damasceno",892,946,-48.6976367338856,-26.9221762203121,"ciclovia"
"1991","2019-273",2019-01-28,"09:40","Janeiro","segunda-feira","colisão","Av.Ver.Nilo Simas","R.Otília Damasceno","veículo","","masc.","52",0,1,0,1,"ciclovia","Asfalto",892,"20","12",946,"15","9","Cidade Nova","Área Urbana",-48.69765514,-26.92219032,"Av.Ver.Nilo Simas-R.Otília Damasceno",892,946,-48.6976367338856,-26.9221762203121,"ciclovia"
"200","2019-637",2019-03-16,"10:30","Março","sábado","choque,colisão","R.Peterson André Machado","R.Otília Damasceno","veículo","Automóvel","masc.","24",0,0,0,1,"","Asfalto",952,"10","7",946,"15","9","Cidade Nova","Área Urbana",-48.69774821,-26.92246474,"Av.Ver.Nilo Simas-R.Otília Damasceno",892,946,-48.6976367338856,-26.9221762203121,"ciclovia"
"2001","2019-637",2019-03-16,"10:30","Março","sábado","choque,colisão","R.Peterson André Machado","R.Otília Damasceno","veículo","Caminhonete","masc.,masc.","52,79",0,0,0,1,"","Asfalto",952,"10","7",946,"15","9","Cidade Nova","Área Urbana",-48.69774821,-26.92246474,"Av.Ver.Nilo Simas-R.Otília Damasceno",892,946,-48.6976367338856,-26.9221762203121,"ciclovia"
"2011","2019-941",2019-04-18,"08:40","Abril","quinta-feira","colisão","R.Nancy Patino Reiser","Av.Ver.Nilo Simas","veículo","Camioneta","fem.","40",0,0,0,1,"ciclovia","Asfalto",972,"10","7",892,"20","12","Cidade Nova","Área Urbana",-48.69308642,-26.92849615,"Av.Ver.Nilo Simas-R.Nancy Patino Reiser",892,972,-48.6931159628556,-26.9285139482768,"ciclovia"
"2012","2019-941",2019-04-18,"08:40","Abril","quinta-feira","colisão","R.Nancy Patino Reiser","Av.Ver.Nilo Simas","veículo","Automóvel","","",0,0,0,1,"ciclovia","Asfalto",972,"10","7",892,"20","12","Cidade Nova","Área Urbana",-48.69308642,-26.92849615,"Av.Ver.Nilo Simas-R.Nancy Patino Reiser",892,972,-48.6931159628556,-26.9285139482768,"ciclovia"
"202","2019-609",2019-03-13,"13:00","Março","quarta-feira","colisão","Av.Ver.Nilo Simas","R.Osmar Jordino Alexandre","veículo","Automóvel","masc.","22",0,0,0,1,"ciclovia","Asfalto",892,"20","12",994,"10","7","Cidade Nova","Área Urbana",-48.69575116,-26.92495204,"Av.Ver.Nilo Simas-R.Osmar Jordino Alexandre",892,994,-48.6959171296294,-26.9245498176701,"ciclovia"
"2021","2019-609",2019-03-13,"13:00","Março","quarta-feira","colisão","Av.Ver.Nilo Simas","R.Osmar Jordino Alexandre","ciclista","","","",0,0,0,1,"ciclovia","Asfalto",892,"20","12",994,"10","7","Cidade Nova","Área Urbana",-48.69575116,-26.92495204,"Av.Ver.Nilo Simas-R.Osmar Jordino Alexandre",892,994,-48.6959171296294,-26.9245498176701,"ciclovia"
"203","2019-292",2019-02-05,"17:30","Fevereiro","terça-feira","abalroamento","Av.Ver.Nilo Simas","","veículo","Caminhonete","masc.","30",0,0,0,1,"ciclovia","Asfalto",892,"20","12",NA,"","","Cidade Nova","Área Urbana",-48.6955131,-26.92526646,"Av.Ver.Nilo Simas-R.Edmundo Heusi Júnior",892,995,-48.6952680858383,-26.9255768489869,"ciclovia"
"2031","2019-292",2019-02-05,"17:30","Fevereiro","terça-feira","abalroamento","Av.Ver.Nilo Simas","","veículo","Automóvel","","",0,0,0,1,"ciclovia","Asfalto",892,"20","12",NA,"","","Cidade Nova","Área Urbana",-48.6955131,-26.92526646,"Av.Ver.Nilo Simas-R.Edmundo Heusi Júnior",892,995,-48.6952680858383,-26.9255768489869,"ciclovia"
"204","2019-299",2019-02-06,"19:50","Fevereiro","quarta-feira","colisão","R.Agílio Cunha","R.Manoel Cardozo","veículo","Automóvel","masc.","20",0,0,0,1,"ciclofaixa","Asfalto",894,"15","10",975,"10","7","Cidade Nova","Área Urbana",-48.69516128,-26.92633959,"R.Agílio Cunha-R.Manoel Cardozo",894,975,-48.6951585444027,-26.9263379554479,"ciclovia"
"2041","2019-299",2019-02-06,"19:50","Fevereiro","quarta-feira","colisão","R.Agílio Cunha","R.Manoel Cardozo","veículo","Automóvel","masc.","52",0,0,0,1,"ciclofaixa","Asfalto",894,"15","10",975,"10","7","Cidade Nova","Área Urbana",-48.69516128,-26.92633959,"R.Agílio Cunha-R.Manoel Cardozo",894,975,-48.6951585444027,-26.9263379554479,"ciclovia"
"205","2019-21",2019-01-03,"20:10","Janeiro","quinta-feira","engavetamento","R.Pedro Salles dos Santos","Av.Osvaldo Reis","veículo","Automóvel","masc.","23",0,0,0,1,"ciclovia","Lajota",747,"12","8",586,"34","21","Fazendinha","Área Urbana",-48.64424182,-26.93053066,"Av.Osvaldo Reis-R.Pedro Salles dos Santos",586,747,-48.6442483135998,-26.9307163582282,"compartilhado"
"2051","2019-21",2019-01-03,"20:10","Janeiro","quinta-feira","engavetamento","R.Pedro Salles dos Santos","Av.Osvaldo Reis","veículo","Automóvel","fem.","36",0,0,0,1,"ciclovia","Lajota",747,"12","8",586,"34","21","Fazendinha","Área Urbana",-48.64424182,-26.93053066,"Av.Osvaldo Reis-R.Pedro Salles dos Santos",586,747,-48.6442483135998,-26.9307163582282,"compartilhado"
"2052","2019-21",2019-01-03,"20:10","Janeiro","quinta-feira","engavetamento","R.Pedro Salles dos Santos","Av.Osvaldo Reis","veículo","Automóvel","fem.","18",0,0,0,1,"ciclovia","Lajota",747,"12","8",586,"34","21","Fazendinha","Área Urbana",-48.64424182,-26.93053066,"Av.Osvaldo Reis-R.Pedro Salles dos Santos",586,747,-48.6442483135998,-26.9307163582282,"compartilhado"
"206","2019/32",2019-01-04,"21:30","Janeiro","sexta-feira","engavetamento","Av.Osvaldo Reis","","veículo","Automóvel","masc.","33",0,1,0,1,"ciclovia","Asfalto",586,"34","21",NA,"","","Fazendinha","Área Urbana",-48.64413792,-26.93076548,"Av.Osvaldo Reis-R.Pedro Salles dos Santos",586,747,-48.6442483135998,-26.9307163582282,"compartilhado"
"2061","2019/32",2019-01-04,"21:30","Janeiro","sexta-feira","engavetamento","Av.Osvaldo Reis","","veículo","Automóvel","masc.","26",0,1,0,1,"ciclovia","Asfalto",586,"34","21",NA,"","","Fazendinha","Área Urbana",-48.64413792,-26.93076548,"Av.Osvaldo Reis-R.Pedro Salles dos Santos",586,747,-48.6442483135998,-26.9307163582282,"compartilhado"
"2062","2019/32",2019-01-04,"21:30","Janeiro","sexta-feira","engavetamento","Av.Osvaldo Reis","","veículo","Automóvel","fem.","42",0,1,0,1,"ciclovia","Asfalto",586,"34","21",NA,"","","Fazendinha","Área Urbana",-48.64413792,-26.93076548,"Av.Osvaldo Reis-R.Pedro Salles dos Santos",586,747,-48.6442483135998,-26.9307163582282,"compartilhado"
"207","2019-470",2019-02-26,"15:30","Fevereiro","terça-feira","colisão","Av.Osvaldo Reis","","veículo","Automóvel","fem.","26",0,0,0,1,"ciclovia","Asfalto",586,"34","21",NA,"","","Fazendinha","Área Urbana",-48.64411862,-26.93074874,"Av.Osvaldo Reis-R.Pedro Salles dos Santos",586,747,-48.6442483135998,-26.9307163582282,"compartilhado"
"2071","2019-470",2019-02-26,"15:30","Fevereiro","terça-feira","colisão","Av.Osvaldo Reis","","veículo","Automóvel","fem.","41",0,0,0,1,"ciclovia","Asfalto",586,"34","21",NA,"","","Fazendinha","Área Urbana",-48.64411862,-26.93074874,"Av.Osvaldo Reis-R.Pedro Salles dos Santos",586,747,-48.6442483135998,-26.9307163582282,"compartilhado"
"208","2019-704",2019-03-22,"17:20","Março","sexta-feira","engavetamento","Av.Osvaldo Reis","","veículo","Automóvel","fem.","42",0,0,0,1,"ciclovia","Asfalto",586,"34","21",NA,"","","Fazendinha","Área Urbana",-48.64427632,-26.93096141,"Av.Osvaldo Reis-R.Pedro Salles dos Santos",586,747,-48.6442483135998,-26.9307163582282,"compartilhado"
"2081","2019-704",2019-03-22,"17:20","Março","sexta-feira","engavetamento","Av.Osvaldo Reis","","veículo","Automóvel","masc.","54",0,0,0,1,"ciclovia","Asfalto",586,"34","21",NA,"","","Fazendinha","Área Urbana",-48.64427632,-26.93096141,"Av.Osvaldo Reis-R.Pedro Salles dos Santos",586,747,-48.6442483135998,-26.9307163582282,"compartilhado"
"2082","2019-704",2019-03-22,"17:20","Março","sexta-feira","engavetamento","Av.Osvaldo Reis","","veículo","Motocicleta","","",0,0,0,1,"ciclovia","Asfalto",586,"34","21",NA,"","","Fazendinha","Área Urbana",-48.64427632,-26.93096141,"Av.Osvaldo Reis-R.Pedro Salles dos Santos",586,747,-48.6442483135998,-26.9307163582282,"compartilhado"
"209","2019-254",2019-01-03,"07:50","Janeiro","quinta-feira","engavetamento","Av.Osvaldo Reis","","veículo","Automóvel","fem.","27",0,0,0,1,"ciclovia","Asfalto",586,"34","21",NA,"","","Fazendinha","Área Urbana",-48.6473179,-26.92622537,"Av.Osvaldo Reis-R.Ver.Milton Ribeiro da Luz",586,710,-48.6477163328062,-26.9259116681105,"ciclovia"
"2091","2019-254",2019-01-03,"07:50","Janeiro","quinta-feira","engavetamento","Av.Osvaldo Reis","","veículo","Automóvel","fem.","29",0,0,0,1,"ciclovia","Asfalto",586,"34","21",NA,"","","Fazendinha","Área Urbana",-48.6473179,-26.92622537,"Av.Osvaldo Reis-R.Ver.Milton Ribeiro da Luz",586,710,-48.6477163328062,-26.9259116681105,"ciclovia"
"2092","2019-254",2019-01-03,"07:50","Janeiro","quinta-feira","engavetamento","Av.Osvaldo Reis","","veículo","Automóvel","","",0,0,0,1,"ciclovia","Asfalto",586,"34","21",NA,"","","Fazendinha","Área Urbana",-48.6473179,-26.92622537,"Av.Osvaldo Reis-R.Ver.Milton Ribeiro da Luz",586,710,-48.6477163328062,-26.9259116681105,"ciclovia"
"210","2019-327",2019-02-10,"14:20","Fevereiro","domingo","colisão","Av.Osvaldo Reis","","veículo","Automóvel","masc.","30",0,0,0,1,"ciclovia","Asfalto",586,"34","21",NA,"","","Fazendinha","Área Urbana",-48.64780291,-26.92586995,"Av.Osvaldo Reis-R.Ver.Milton Ribeiro da Luz",586,710,-48.6477163328062,-26.9259116681105,"ciclovia"
"2101","2019-327",2019-02-10,"14:20","Fevereiro","domingo","colisão","Av.Osvaldo Reis","","veículo","Automóvel","","",0,0,0,1,"ciclovia","Asfalto",586,"34","21",NA,"","","Fazendinha","Área Urbana",-48.64780291,-26.92586995,"Av.Osvaldo Reis-R.Ver.Milton Ribeiro da Luz",586,710,-48.6477163328062,-26.9259116681105,"ciclovia"
"2111","2019-791",2019-04-02,"18:50","Abril","terça-feira","colisão","Av.Osvaldo Reis","","veículo","Camioneta","fem.","38",0,0,0,1,"ciclovia","Asfalto",586,"34","21",NA,"","","Fazendinha","Área Urbana",-48.64747701,-26.92625111,"Av.Osvaldo Reis-R.Ver.Milton Ribeiro da Luz",586,710,-48.6477163328062,-26.9259116681105,"ciclovia"
"2112","2019-791",2019-04-02,"18:50","Abril","terça-feira","colisão","Av.Osvaldo Reis","","veículo","Automóvel","fem.","41",0,0,0,1,"ciclovia","Asfalto",586,"34","21",NA,"","","Fazendinha","Área Urbana",-48.64747701,-26.92625111,"Av.Osvaldo Reis-R.Ver.Milton Ribeiro da Luz",586,710,-48.6477163328062,-26.9259116681105,"ciclovia"
"2121","2019-22",2019-01-04,"07:50","Janeiro","sexta-feira","colisão","Av.Ver.Abrahão João Francisco","","veículo","Automóvel","masc.","43",0,0,0,1,"ciclovia","Asfalto",265,"29,4","16,4",NA,"","","Carvalho","Área Urbana",-48.68843253,-26.93189488,"Av.Ver.Abrahão João Francisco-R.Francisco Rodrigues Pereira",265,881,-48.6886716616143,-26.9313993725686,"ciclovia"
"2122","2019-22",2019-01-04,"07:50","Janeiro","sexta-feira","colisão","Av.Ver.Abrahão João Francisco","","veículo","Caminhão","masc.","48",0,0,0,1,"ciclovia","Asfalto",265,"29,4","16,4",NA,"","","Carvalho","Área Urbana",-48.68843253,-26.93189488,"Av.Ver.Abrahão João Francisco-R.Francisco Rodrigues Pereira",265,881,-48.6886716616143,-26.9313993725686,"ciclovia"
"213","2019-310",2019-02-07,"18:20","Fevereiro","quinta-feira","colisão","Av.Ver.Abrahão João Francisco","","veículo","Caminhonete","fem.","33",0,0,0,1,"ciclovia","Asfalto",265,"29,4","16,4",NA,"","","Carvalho","Área Urbana",-48.68834519,-26.93181289,"Av.Ver.Abrahão João Francisco-R.Francisco Rodrigues Pereira",265,881,-48.6886716616143,-26.9313993725686,"ciclovia"
"2131","2019-310",2019-02-07,"18:20","Fevereiro","quinta-feira","colisão","Av.Ver.Abrahão João Francisco","","veículo","Automóvel","fem.","24",0,0,0,1,"ciclovia","Asfalto",265,"29,4","16,4",NA,"","","Carvalho","Área Urbana",-48.68834519,-26.93181289,"Av.Ver.Abrahão João Francisco-R.Francisco Rodrigues Pereira",265,881,-48.6886716616143,-26.9313993725686,"ciclovia"
"214","2019-485",2019-02-27,"12:42","Fevereiro","quarta-feira","engavetamento","Av.Ver.Abrahão João Francisco","","veículo","Automóvel","masc.","21",0,0,0,1,"ciclovia","Asfalto",265,"29,4","16,4",NA,"","","Carvalho","Área Urbana",-48.6939788,-26.93579579,"Av.Ver.Abrahão João Francisco-R.João Dalmolin",265,1480,-48.694034950676,-26.9358341639137,"ciclovia"
"2141","2019-485",2019-02-27,"12:42","Fevereiro","quarta-feira","engavetamento","Av.Ver.Abrahão João Francisco","","veículo","Automóvel","masc.","34",0,0,0,1,"ciclovia","Asfalto",265,"29,4","16,4",NA,"","","Carvalho","Área Urbana",-48.6939788,-26.93579579,"Av.Ver.Abrahão João Francisco-R.João Dalmolin",265,1480,-48.694034950676,-26.9358341639137,"ciclovia"
"2142","2019-485",2019-02-27,"12:42","Fevereiro","quarta-feira","engavetamento","Av.Ver.Abrahão João Francisco","","veículo","Automóvel","masc.","46",0,0,0,1,"ciclovia","Asfalto",265,"29,4","16,4",NA,"","","Carvalho","Área Urbana",-48.6939788,-26.93579579,"Av.Ver.Abrahão João Francisco-R.João Dalmolin",265,1480,-48.694034950676,-26.9358341639137,"ciclovia"
"215","2019-908",2019-04-16,"17:00","Abril","terça-feira","colisão","Av.Ver.Abrahão João Francisco","R.Erna Hoier Corrêa","veículo","Motocicleta","masc.","35",0,0,0,1,"ciclovia","Asfalto",265,"29,4","16,4",878,"10","7","Carvalho","Área Urbana",-48.69387367,-26.93555614,"Av.Ver.Abrahão João Francisco-R.João Dalmolin",265,1480,-48.694034950676,-26.9358341639137,"ciclovia"
"2151","2019-908",2019-04-16,"17:00","Abril","terça-feira","colisão","Av.Ver.Abrahão João Francisco","R.Erna Hoier Corrêa","veículo","Automóvel","fem.","27",0,0,0,1,"ciclovia","Asfalto",265,"29,4","16,4",878,"10","7","Carvalho","Área Urbana",-48.69387367,-26.93555614,"Av.Ver.Abrahão João Francisco-R.João Dalmolin",265,1480,-48.694034950676,-26.9358341639137,"ciclovia"
"216","2019-46/76",2019-01-07,"16:30","Janeiro","segunda-feira","colisão","Av.Ver.Abrahão João Francisco","R.José Siqueira","veículo","Automóvel","fem.","50",0,1,0,1,"ciclovia","Asfalto",265,"29,4","16,4",543,"25","19","Carvalho","Área Urbana",-48.67691943,-26.92414238,"Av.Ver.Abrahão João Francisco-R.José Siqueira",265,543,-48.6770127736725,-26.9239037650001,"ciclovia"
